	but672FWD_MM	but1031REV_MM	but672FWD_Melt	but1031REV_Melt	organism	definition	function
LGII01000021	1	3	52.561323060908364	52.27776164842271	Clostridium botulinum,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LGIJ01000033	1	3	52.561323060908364	52.27776164842271	Clostridium botulinum,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LGJH01000156	4	5	59.68809873312483	60.88387087165734	Novosphingobium sp. ST904,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGKN01000003	1	5	59.62842583248556	60.3928768327379	Ardenticatena maritima,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGKP01000011	3	5	59.937424743889835	58.02529537651526	Herpetosiphon geysericola,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGOW01000015	3	5	54.96218162143458	65.0638294247089	Idiomarina abyssalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGPD01000002	2	5	56.47515356398594	48.625666987608724	Virgibacillus soli,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGYO01000025	0	3	57.64608546777782	52.13755290639028	Acetobacterium bakii,definition=hypothetical protein	hypothetical protein	unknown
LGYY01000044	3	6	58.18990405995481	60.534256910257	Shewanella sp. Sh95,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHDX01000003	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Muenchen,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHNE01000011	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Infantis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHSG01000001	3	5	54.96218162143458	60.52702520820634	Idiomarina zobellii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHST01000001	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Gallinarum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHSU01000001	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHSY01000011	5	6	61.74839681970059	54.87424024200601	Salmonella enterica subsp. enterica serovar Itami str. SA20014991,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHTK01000003	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. arizonae serovar 62:z36:. str. 5335.86,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHUR01000015	3	3	49.8311165151008	53.128797934920215	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LHUR01000017	2	2	52.95790563827603	55.22081332888337	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LHUR01000031	2	4	48.42462341213195	56.94793341421911	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LHUR01000042	1	5	51.56877767644511	51.47681710714221	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LHUR01000042.68	5	3	52.45435032673862	47.36512814140019	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LHUR01000044	2	4	52.5697387869929	56.94793341421911	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LIHN01000005	4	3	52.84131436796622	60.74145665134091	Bacteroidetes bacterium HLUCCA01,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
LIHP01000004	4	3	62.65980207782644	62.91227780441403	Marinobacter sp. HL.58,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
LIIK01000025	3	4	60.1761572536783	62.301802733071895	Bacteroidetes bacterium 12B,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LILB01000009	6	6	55.040229297221856	52.66015102052933	Viridibacillus arvi,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LIXL01000078	3	6	62.0772186704516	54.01384879219091	Aneurinibacillus migulanus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LIYD01000005	5	5	49.85659920203858	57.46418782724231	Flavobacterium akiainvivens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LIZA01000003	6	6	64.51678102965184	62.654906619330006	Yersinia pestis subsp. microtus bv. Altaica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LIZT01000031	2	6	57.87100578852818	51.008399243970416	candidate division TA06 bacterium DG.26,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJBQ01000018	3	5	56.20057367087321	50.618989885827034	Leptospira interrogans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LJHZ01000035	1	1	68.65564985951147	62.89517932149033	Novosphingobium sp. AAP93,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJIE01000001	2	5	51.56877767644505	48.818079785778934	bacterium 336.3,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJIG01009260	5	6	49.471390564803016	53.56272525583694	Oryctes borbonicus,definition=hypothetical protein	hypothetical protein	unknown
LJIY01000004	4	5	56.31006042356648	55.62262507199722	Psychrobacillus sp. FJAT.21963,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJJR01000004	3	6	61.771738258100925	62.689466371979336	Thermus scotoductus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJNI01000008	1	7	57.828770649535215	54.19804852741436	candidate division TA06 bacterium DG.78,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJNN01000136	2	4	53.49829337059077	63.21603262653895	Anaerolineae bacterium SG8.19,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJNQ01000126	2	7	57.29510769693576	58.59817064482746	Gemmatimonas sp. SG8.28,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJTP01000245	1	5	58.06349558173764	57.80762110112761	Gemmatimonas sp. SG8.38.2,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJTY01000304	3	4	63.57566556132571	63.63002158977167	Planctomycetes bacterium SM23.25,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJUI01000032	2	5	64.16849730959507	60.527025208206396	candidate division TA06 bacterium SM23.40,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJUJ01000009	1	6	54.680799586653336	53.628563933920816	candidate division WOR.3 bacterium SM23.42,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJUM01000055	1	5	61.329244970743844	62.689466371979336	Gemmatimonas sp. SM23.52,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJUO01000062	1	5	56.05933518731098	56.13320215892469	candidate division WOR.3 bacterium SM23.60,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJUO01000163	1	6	53.47503731853374	49.779288814941765	candidate division WOR.3 bacterium SM23.60,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJVD01000016	1	6	52.781047385248996	55.777279664492255	candidate division Zixibacteria bacterium SM1.73,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJVE01000024	0	5	55.371937466517466	58.07036787745096	candidate division WOR.3 bacterium SM1.77,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LK028559	1	3	52.78104738524911	55.74893912256135	Acholeplasma oculi,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
LK931482	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Pullorum,definition=putative hydrolase	putative hydrolase	unknown
LK996017	6	4	61.403490057707245	60.3885523372947	Desulfitobacterium hafniense,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LK996017.24	0	0	59.933259928570465	61.15513994766201	Desulfitobacterium hafniense,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LKTP01000034	1	3	59.078372204290815	57.976769319158905	Salegentibacter mishustinae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LKTU01000005	4	4	60.05594403192066	65.0635239444108	Variovorax paradoxus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LKUF01000107	3	2	60.5393928801567	61.64756327270027	Methanolinea sp. SDB,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LLKB01000001	0	1	57.567230273750795	58.78304913707933	Lachnospiraceae bacterium TF01.11,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LM997412	0	2	58.217796098690656	58.4178848641111	Peptoniphilus sp. 1.1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LMDB01000035	4	3	60.05594403192066	60.88387087165734	Duganella sp. Root336D2,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMDJ01000012	4	3	61.60374385497681	63.32469571238818	Massilia sp. Root351,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMEC01000026	3	3	63.635922981127806	65.0635239444108	Massilia sp. Root418,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMEV01000017	4	4	62.0772186704516	63.32469571238818	Variovorax sp. Root473,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMFZ01000034	4	3	60.05594403192066	63.32469571238818	Duganella sp. Root1480D1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMIC01000004	4	3	60.05594403192066	60.88387087165734	Duganella sp. Root198D2,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMLM01000002	3	3	63.635922981127806	63.32469571238818	Duganella sp. Leaf61,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMMV01000005	4	3	62.0772186704516	65.61367643338713	Pseudorhodoferax sp. Leaf267,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMNW01000003	4	3	62.0772186704516	63.32469571238818	Duganella sp. Leaf126,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMPL01000005	3	4	61.375181274764714	63.21603262653883	Williamsia sp. Leaf354,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMYE01000017	4	4	65.32375287797254	59.11575031008533	Marinobacter sp. LQ44,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LN515531	4	3	58.566259972344085	54.831321114225375	Methanobacterium formicicum,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LN614756	1	4	54.19359065971952	50.395197905835516	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
LN734822	4	3	58.566259972344085	54.831321114225375	Methanobacterium formicicum,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LN831027	1	4	53.97486509251007	57.51101922546849	Fusobacterium nucleatum subsp. polymorphum,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
LN890524	5	6	61.74839681970059	57.775871336800265	Salmonella enterica subsp. enterica serovar Weltevreden,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LN899469	2	6	57.69716988751145	59.82381105266512	Idiomarinaceae bacterium HL.53,definition=Acyl.CoA hydrolase	Acyl.CoA hydrolase	unknown
LN907858	0	1	60.23648026405783	52.39289610122853	Helicobacter typhlonius,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LNQE01000308	1	2	66.81400388993802	66.4537544016273	hydrocarbon metagenome,definition=4.hydroxybutyrate:acetyl.coa coa transferase	4.hydroxybutyrate:acetyl.coa coa transferase	unknown
LNQE01000687	4	5	51.90759713565632	52.46274541556721	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001826	1	5	58.32103932609067	59.966614436952625	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001853	1	2	56.24366292257827	51.94343138162094	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001856	3	3	54.364993684680826	60.87381122114431	hydrocarbon metagenome,definition=4.hydroxybutyrate:acetyl.coa coa transferase	4.hydroxybutyrate:acetyl.coa coa transferase	unknown
LNQE01001864	0	0	62.07721867045166	58.14413232875518	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001873	4	4	61.7569613729126	56.83423283622875	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001882	1	2	54.97921909315386	55.516522366176844	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001893	2	5	59.683156563917635	52.73084029202738	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001910	1	6	54.82949675829178	54.091732855070234	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001914	4	2	53.896076825733815	61.431640985962474	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001918	1	1	57.124708766474726	61.756356778584745	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001918.23	1	3	63.98037978969484	60.25111816879502	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNXT01000013	3	4	58.04364031615745	64.35960950755799	Legionella birminghamensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNXW01000013	4	3	53.12731291247542	53.36868095814907	Legionella cherrii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNXZ01000006	5	4	57.07109998827559	59.11575031008533	Fluoribacter dumoffii NY 23,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNYL01000002	4	3	55.65511211795808	54.665564349773604	Legionella maceachernii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNYM01000003	2	2	58.14236353622607	55.88310350948876	Tatlockia micdadei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNYO01000022	2	4	56.226156905723485	64.35960950755799	Legionella nautarum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNYY01000005	4	3	55.65511211795808	55.883103509488706	Legionella steelei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNYZ01000017	4	3	55.21478964756085	56.72840371118298	Legionella steigerwaltii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LOCK01000001	1	1	56.40710877019802	62.10183762807088	Desulfitobacterium hafniense,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LOCK01000028	0	0	58.36258034834458	57.86526795244532	Desulfitobacterium hafniense,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LODR01000009	3	5	53.84389676214579	59.75376495824645	Megasphaera sp. DJF.B143,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LODR01000012	0	1	64.37388247540042	62.661214272475036	Megasphaera sp. DJF.B143,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LODR01000012.37	1	2	67.09911027602749	63.87368240222787	Megasphaera sp. DJF.B143,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LODR01000012.69	3	3	59.93768868306398	51.81942975715339	Megasphaera sp. DJF.B143,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LODR01000012.73	1	3	61.31502698778445	59.141041931952884	Megasphaera sp. DJF.B143,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LODR01000029	3	2	59.45975047023251	62.101837628070996	Megasphaera sp. DJF.B143,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LODR01000032	1	4	60.902691075997836	57.35879749137831	Megasphaera sp. DJF.B143,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LPXI01000044	5	6	51.141592565745725	50.83354467523907	Myroides marinus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LPXI01000082	5	4	53.05191280936492	53.51045161498814	Myroides marinus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
