	BCoATscrF_MM	BCoATscrR_MM	BCoATscrF_Melt	BCoATscrR_Melt	organism	definition	function
LGKN01000003	15	12	68.05208084431104	65.64873698942876	Ardenticatena maritima,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGKP01000011	18	12	60.58791198461233	58.51257064362687	Herpetosiphon geysericola,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGOW01000015	19	15	63.03241855215771	63.8065811014215	Idiomarina abyssalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGPD01000002	16	13	52.3884437009624	52.92324341621958	Virgibacillus soli,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LGYO01000025	18	11	59.56378185601943	55.68464005564243	Acetobacterium bakii,definition=hypothetical protein	hypothetical protein	unknown
LGYY01000044	18	14	68.51785403070846	53.91045788506864	Shewanella sp. Sh95,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHDX01000003	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Muenchen,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHNE01000011	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Infantis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHSG01000001	19	15	63.03241855215771	63.8065811014215	Idiomarina zobellii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHST01000001	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Gallinarum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHSU01000001	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHSY01000011	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Itami str. SA20014991,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHTK01000003	16	14	52.8151088062566	54.580401334933015	Salmonella enterica subsp. arizonae serovar 62:z36:. str. 5335.86,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LHUR01000015	13	10	57.98845685273625	56.71320521779273	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LHUR01000017	14	8	61.20008378470209	53.20224748850438	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LHUR01000031	18	12	52.97808987683129	53.54468087134603	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LHUR01000042	16	12	50.64539055006617	48.59473751628798	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LHUR01000042.68	19	10	50.03099631428984	49.63919335664144	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LHUR01000044	18	12	52.97808987683129	52.16469452975275	Clostridium homopropionicum DSM 5847,definition=succinyl.CoA:coenzyme A transferase	succinyl.CoA:coenzyme A transferase	unknown
LIHN01000005	18	15	59.25618540418162	61.08403252101152	Bacteroidetes bacterium HLUCCA01,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
LIHP01000004	16	13	71.07121402977043	61.31771954719545	Marinobacter sp. HL.58,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
LIIK01000025	17	9	64.59040564413363	59.42032297316433	Bacteroidetes bacterium 12B,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LILB01000009	16	10	58.17613266911371	54.556795232532295	Viridibacillus arvi,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LIXL01000078	18	8	61.73721269121762	58.29680261116442	Aneurinibacillus migulanus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LIYD01000005	14	12	59.95693475426117	58.98539856315921	Flavobacterium akiainvivens,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LIZA01000003	17	14	62.263629374572815	58.97955040730466	Yersinia pestis subsp. microtus bv. Altaica,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LIZT01000031	14	10	59.13377255762566	64.92414210701065	candidate division TA06 bacterium DG.26,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJBQ01000018	15	13	52.067439219210996	59.110727013570624	Leptospira interrogans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LJHZ01000035	12	10	71.0576888095917	66.95486263027192	Novosphingobium sp. AAP93,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJIE01000001	13	12	55.64421135223637	58.30386168829472	bacterium 336.3,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJIG01009260	15	11	60.93071407236806	57.82345557896451	Oryctes borbonicus,definition=hypothetical protein	hypothetical protein	unknown
LJIY01000004	19	9	55.79726075158942	57.27863934544888	Psychrobacillus sp. FJAT.21963,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJJR01000004	15	15	73.53108034593117	61.33066746401073	Thermus scotoductus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJNI01000008	11	14	58.37444575092212	58.06018432787744	candidate division TA06 bacterium DG.78,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJNN01000136	19	8	58.82923039816478	64.66254851140286	Anaerolineae bacterium SG8.19,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJNQ01000126	13	17	68.18049960412361	71.63015611229088	Gemmatimonas sp. SG8.28,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJTP01000245	16	17	67.69440505880874	70.47867126919749	Gemmatimonas sp. SG8.38.2,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJTY01000304	13	13	64.40858876126282	62.04773370281288	Planctomycetes bacterium SM23.25,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJUI01000032	13	14	69.47198247275867	64.65829420201572	candidate division TA06 bacterium SM23.40,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJUJ01000009	16	10	63.880480649669096	59.115830456476374	candidate division WOR.3 bacterium SM23.42,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJUM01000055	15	17	64.33927585657375	73.35924871538583	Gemmatimonas sp. SM23.52,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJUO01000062	13	12	57.67323583456448	64.33775204129086	candidate division WOR.3 bacterium SM23.60,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJUO01000163	12	12	59.225628289986275	57.78893308959192	candidate division WOR.3 bacterium SM23.60,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJVD01000016	13	12	62.38094627031114	60.87456648136481	candidate division Zixibacteria bacterium SM1.73,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LJVE01000024	13	9	60.63300631722018	60.38338857311447	candidate division WOR.3 bacterium SM1.77,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LK028559	19	10	58.55114803115748	52.19230786218196	Acholeplasma oculi,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
LK931482	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Pullorum,definition=putative hydrolase	putative hydrolase	unknown
LK996017	14	12	59.175942172316866	59.743744397392845	Desulfitobacterium hafniense,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LK996017.24	9	7	59.48608035898576	62.54574518664765	Desulfitobacterium hafniense,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LKTP01000034	14	12	57.331006031592324	53.49992540927349	Salegentibacter mishustinae,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LKTU01000005	18	14	72.59496450325173	66.57082956475733	Variovorax paradoxus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LKUF01000107	15	13	66.56063240854951	58.02760238271907	Methanolinea sp. SDB,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LLKB01000001	5	2	60.16782485405713	59.11481365673126	Lachnospiraceae bacterium TF01.11,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LM997412	10	10	59.560639118196264	55.91064710451974	Peptoniphilus sp. 1.1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LMDB01000035	18	13	68.81704846584182	65.16720582288548	Duganella sp. Root336D2,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMDJ01000012	18	11	70.80175256651358	64.94702911360724	Massilia sp. Root351,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMEC01000026	20	11	72.17159718265043	64.94549938274105	Massilia sp. Root418,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMEV01000017	19	15	71.43339556438804	65.5952328136533	Variovorax sp. Root473,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMFZ01000034	17	13	71.39631487247334	65.8199170432078	Duganella sp. Root1480D1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMIC01000004	18	13	68.81704846584182	65.16720582288548	Duganella sp. Root198D2,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMLM01000002	20	14	72.5695787351541	62.16504995268377	Duganella sp. Leaf61,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMMV01000005	19	13	70.2952991077102	66.63925318363624	Pseudorhodoferax sp. Leaf267,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMNW01000003	20	14	72.17159718265043	66.57082956475733	Duganella sp. Leaf126,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMPL01000005	18	13	72.29791209542128	69.06403005215299	Williamsia sp. Leaf354,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LMYE01000017	19	12	61.90654664892446	59.57244525302832	Marinobacter sp. LQ44,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LN515531	17	12	65.21795425841293	55.54324545502527	Methanobacterium formicicum,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LN614756	14	13	55.23345177654619	56.661806001287744	Peptoclostridium difficile,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
LN734822	17	12	65.21795425841293	55.54324545502527	Methanobacterium formicicum,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LN831027	13	10	54.62822317776266	44.8943194919587	Fusobacterium nucleatum subsp. polymorphum,definition=Propionyl.CoA:succinate CoA transferase	Propionyl.CoA:succinate CoA transferase	unknown
LN890524	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Weltevreden,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LN899469	17	14	59.36202157532034	59.90282165070687	Idiomarinaceae bacterium HL.53,definition=Acyl.CoA hydrolase	Acyl.CoA hydrolase	unknown
LN907858	10	5	68.10235494840418	60.172989452606316	Helicobacter typhlonius,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
LNQE01000308	17	16	70.3728312486711	59.25228022268402	hydrocarbon metagenome,definition=4.hydroxybutyrate:acetyl.coa coa transferase	4.hydroxybutyrate:acetyl.coa coa transferase	unknown
LNQE01000687	13	11	56.510691392731076	50.102071252183066	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001826	18	13	61.3599937770897	52.715992081696754	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001853	11	7	63.43347165814805	59.14177076462187	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001856	16	9	59.31507388476956	60.28038610324296	hydrocarbon metagenome,definition=4.hydroxybutyrate:acetyl.coa coa transferase	4.hydroxybutyrate:acetyl.coa coa transferase	unknown
LNQE01001864	13	8	57.76861333994475	57.363275778531545	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001873	16	9	56.56203968755972	56.88180494152283	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001882	12	11	59.56136719199287	53.06571679034346	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001893	19	14	57.45616064115501	51.696183562652095	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001910	25	15	55.796917573450855	55.25020219889916	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001914	14	10	57.63275762306114	64.51024465281614	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001918	7	8	62.14515515065193	55.34996476580267	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNQE01001918.23	9	10	63.08603183455193	54.959622160391405	hydrocarbon metagenome,definition=4.hydroxybutyrate coenzyme a transferase	4.hydroxybutyrate coenzyme a transferase	unknown
LNXT01000013	18	12	55.09766138257032	57.32775891647367	Legionella birminghamensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNXW01000013	18	10	57.094193197251116	55.85388530991901	Legionella cherrii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNXZ01000006	17	13	59.344406853521775	51.25234566310468	Fluoribacter dumoffii NY 23,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNYL01000002	17	12	56.6161721543416	50.45979872686354	Legionella maceachernii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNYM01000003	17	12	55.2741844050596	51.75014320683704	Tatlockia micdadei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNYO01000022	17	13	56.38877291259496	53.819615543145915	Legionella nautarum,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNYY01000005	16	12	56.439038125687716	54.052792676158674	Legionella steelei,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LNYZ01000017	17	14	56.4079588197107	52.90907552670376	Legionella steigerwaltii,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LOCK01000001	6	10	63.210816557021985	60.17276448161198	Desulfitobacterium hafniense,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LOCK01000028	9	7	59.9131072594555	62.54574518664765	Desulfitobacterium hafniense,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LODR01000009	18	13	58.731406728629736	57.112034255673905	Megasphaera sp. DJF.B143,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
LODR01000012	14	9	67.05623503163986	61.848465247035506	Megasphaera sp. DJF.B143,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LODR01000012.37	13	7	62.16916810908657	54.26748589410573	Megasphaera sp. DJF.B143,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LODR01000012.69	17	15	59.09083275315078	57.78893308959198	Megasphaera sp. DJF.B143,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LODR01000012.73	15	11	65.09027868433094	59.53423263274556	Megasphaera sp. DJF.B143,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LODR01000029	11	11	60.12498252192677	61.47179049572827	Megasphaera sp. DJF.B143,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
LODR01000032	18	10	54.074346208084194	62.832955330603625	Megasphaera sp. DJF.B143,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LPXI01000044	15	12	53.44528684321682	54.74304878973959	Myroides marinus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
LPXI01000082	16	8	55.446559989723085	54.98257767629559	Myroides marinus,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
Megasphaera.elsdenii.strain.14.14..1	13	12	64.44563186120337	60.60052505988659	Megasphaera.elsdenii.strain.14.14..1,definition=but.like	but.like	other
